City ID,City Name,Cloudiness,Country,Humidity,Latitude,Temperature,Wind Speeds
262462,Chara,0.00%,GR,85.00%,39.4167,46.47,3.65
7626370,Bud,0.00%,NO,100.00%,62.9088,30.29,17.18
3421982,Maniitsoq,0.00%,GL,87.00%,65.4167,-9.78,6.22
3572189,Freetown,92.00%,BS,100.00%,26.6117,69.67,21.88
2181625,Te Anau,92.00%,NZ,75.00%,-45.4145,53.82,14.72
3141548,Rognan,32.00%,NO,87.00%,67.1003,18.82,4.21
2063030,Port Pirie,8.00%,AU,87.00%,-33.1792,63.3,9.13
1490256,Talnakh,68.00%,RU,70.00%,69.494,-2.13,6.44
4036284,Alofi,92.00%,NU,100.00%,-19.0596,78.57,7.78
2160517,Launceston,64.00%,AU,87.00%,-41.4341,60.6,4.65
3894426,Coihaique,32.00%,CL,61.00%,-45.5753,52.52,7.78
2517679,Fortuna,0.00%,ES,48.00%,38.1801,53.26,10.47
3154539,Gullhaug,12.00%,NO,98.00%,59.5,22.62,2.75
5847411,Kahului,8.00%,US,79.00%,20.8894,78.53,9.8
3347019,Namibe,56.00%,AO,100.00%,-15.1902,77.49,6.67
232571,Kalangala,68.00%,UG,100.00%,-0.3202,69.57,2.53
3388847,Sao Felix do Xingu,44.00%,BR,88.00%,-6.6448,73.36,2.86
712587,Novikovo,92.00%,UA,100.00%,45.0515,43.12,5.44
3404713,Buriti dos Lopes,88.00%,BR,100.00%,-3.1777,78.53,2.75
581080,Arkadak,0.00%,RU,84.00%,51.9429,15.39,10.8
1633419,Padang,92.00%,ID,100.00%,-0.9248,82.33,4.76
712969,Dachnoye,92.00%,UA,92.00%,44.7153,46.85,10.69
2155858,Nambucca Heads,48.00%,AU,91.00%,-30.645,74.79,5.99
6320062,Vila Velha,68.00%,BR,100.00%,-3.7125,80.56,6.22
3427761,Tigre,12.00%,AR,75.00%,-34.4227,55.9,7.56
69559,Aras,0.00%,YE,53.00%,14.2793,33.03,2.64
4407665,Kodiak,92.00%,US,98.00%,39.9519,48.67,11.03
2126199,Cherskiy,0.00%,RU,64.00%,68.75,11.25,3.42
286245,Sur,0.00%,OM,83.00%,22.5702,76.98,4.43
750510,Bolu,24.00%,TR,50.00%,40.7345,46.81,8.01
5880568,Bethel,88.00%,US,90.00%,60.7922,36.7,10.25
6111867,Port Hawkesbury,0.00%,CA,86.00%,45.6181,26.56,11.92
5406222,Victorville,0.00%,US,23.00%,34.5361,61.25,9.24
5264223,Neenah,92.00%,US,83.00%,44.1858,43.66,18.52
694137,Shevchenkove,68.00%,UA,66.00%,49.6953,28.87,6.78
2641434,Northam,92.00%,GB,96.00%,51.0401,44.56,17.52
160677,Chake Chake,80.00%,TZ,100.00%,-5.2459,80.1,5.21
1513957,Hazorasp,88.00%,UZ,86.00%,41.3154,46.6,9.46
2093685,Kokopo,56.00%,PG,100.00%,-4.3439,83.95,4.76
4204007,Kingsland,92.00%,US,98.00%,30.8,57.97,10.8
5039421,North Branch,92.00%,US,100.00%,45.5114,32.29,3.42
2068655,Katherine,8.00%,AU,75.00%,-14.4657,87.3,4.76
2179825,Waitati,88.00%,NZ,57.00%,-45.7479,76.82,15.5
352733,Marsa Matruh,0.00%,EG,25.00%,31.3525,56.7,9.24
4776222,Norfolk,0.00%,US,78.00%,36.8463,39.47,15.73
1488632,Uglovskoye,56.00%,RU,90.00%,51.3557,22.68,7.23
3372783,Ponta Delgada,8.00%,PT,100.00%,37.7333,56.91,0.74
2025256,Chumikan,92.00%,RU,89.00%,54.7183,29.17,4.21
262462,Saint George,0.00%,GR,85.00%,39.4548,46.47,3.65
3981460,Coahuayana,0.00%,MX,28.00%,18.6201,83.48,2.98
3863379,Mar del Plata,88.00%,AR,48.00%,-46.4276,59.47,23.55
94787,Kirkuk,0.00%,IQ,75.00%,35.4701,43.0,3.09
3832899,Viedma,0.00%,AR,36.00%,-40.8086,57.74,14.16
3516376,Tamiahua,8.00%,MX,78.00%,21.2781,79.23,17.74
667952,Saru Dornei,48.00%,RO,87.00%,47.2833,22.53,1.63
5686121,Whitefish,88.00%,US,58.00%,48.4108,37.87,5.66
3397763,Jacareacanga,8.00%,BR,77.00%,-6.2243,80.51,3.76
1015776,Bredasdorp,0.00%,ZA,100.00%,-34.5331,55.11,16.17
3037899,Ambon,92.00%,FR,96.00%,47.5542,48.85,14.83
4030556,Rikitea,76.00%,PF,100.00%,-23.1203,79.99,18.86
1529484,Hami,32.00%,CN,55.00%,42.8354,45.9,9.91
2155415,New Norfolk,68.00%,AU,84.00%,-42.7802,58.98,4.99
5955902,Fort Nelson,12.00%,CA,46.00%,58.8063,15.12,3.87
2101169,Aitape,88.00%,PG,100.00%,-3.1511,80.85,3.65
2136825,Isangel,92.00%,VU,100.00%,-19.55,79.03,20.76
2264923,Peniche,48.00%,PT,97.00%,39.3566,52.75,10.36
2281120,Tabou,12.00%,CI,100.00%,4.4194,81.91,9.35
4501427,Port Elizabeth,0.00%,US,69.00%,39.3134,34.05,9.69
2208248,Kaitangata,92.00%,NZ,99.00%,-46.2818,61.02,7.0
2016216,Sosnovo-Ozerskoye,88.00%,RU,83.00%,52.5286,31.82,14.83
5882953,Aklavik,0.00%,CA,87.00%,68.2183,-0.1,4.88
5972291,Havre-Saint-Pierre,0.00%,CA,83.00%,50.2334,21.43,10.25
6355222,Yulara,0.00%,AU,34.00%,-25.2411,74.23,6.11
2112802,Hasaki,20.00%,JP,100.00%,35.7333,50.77,3.76
2172880,Byron Bay,92.00%,AU,100.00%,-28.65,74.79,8.12
3840300,Presidencia Roque Saenz Pena,0.00%,AR,80.00%,-26.7853,52.0,8.46
2399697,Libreville,92.00%,GA,100.00%,0.39,81.7,2.98
2035715,Mudanjiang,24.00%,CN,55.00%,44.5784,55.2,10.8
2618795,Klaksvik,48.00%,FO,96.00%,62.2266,37.99,28.81
5309842,Prescott,92.00%,US,24.00%,34.5403,54.12,5.44
3418910,Upernavik,8.00%,GL,100.00%,72.7868,-14.44,5.99
1518542,Karabulak,56.00%,KZ,97.00%,44.9082,39.6,3.09
3933104,Pangoa,92.00%,PE,93.00%,-12.1167,62.26,1.97
2013923,Ust-Kut,36.00%,RU,82.00%,56.7804,12.13,2.42
3577430,Road Town,56.00%,VG,100.00%,18.4167,76.71,9.35
5814616,Vancouver,92.00%,US,100.00%,45.6307,48.56,4.65
3877918,Ovalle,0.00%,CL,93.00%,-30.6031,53.37,2.86
2037222,Gongzhuling,8.00%,CN,43.00%,43.5025,62.73,18.75
3466165,Cidreira,92.00%,BR,85.00%,-30.1658,69.21,11.03
2110227,Butaritari,0.00%,KI,97.00%,3.0707,84.25,13.82
2643490,Lowestoft,44.00%,GB,95.00%,52.4752,43.02,9.8
1636308,Manokwari,24.00%,ID,100.00%,-0.8667,82.67,3.65
2126123,Chokurdakh,48.00%,RU,72.00%,70.6192,2.75,12.48
2078025,Peterhead,20.00%,AU,85.00%,-34.8297,66.7,11.03
1273574,Vaini,8.00%,IN,94.00%,15.336,65.23,1.52
556268,Ostrovnoy,20.00%,RU,85.00%,68.0544,9.0,19.08
211647,Lodja,20.00%,CD,94.00%,-3.5242,71.49,1.97
286621,Salalah,8.00%,OM,100.00%,17.0149,78.28,3.65
235191,Amudat,0.00%,UG,77.00%,1.9538,61.34,5.55
6138908,Saint-Philippe,0.00%,CA,80.00%,45.3584,28.18,4.76
1056386,Soanierana Ivongo,48.00%,MG,100.00%,-16.9204,75.2,6.78
3868707,Valdivia,32.00%,CL,93.00%,-39.8142,58.21,4.54
3932145,Pisco,12.00%,PE,73.00%,-13.71,69.01,1.97
4231997,Avera,100.00%,US,76.00%,33.194,51.21,9.01
2180815,Tuatapere,92.00%,NZ,84.00%,-46.1324,61.07,18.97
3373652,Oistins,32.00%,BB,99.00%,13.0667,78.37,13.82
2122605,Okhotsk,92.00%,RU,90.00%,59.3644,20.23,16.51
1538641,Kedrovyy,80.00%,RU,84.00%,56.1667,26.19,6.55
3621278,Tilaran,0.00%,CR,38.00%,10.4716,86.14,13.71
2025456,Chernyshevskiy,0.00%,RU,71.00%,63.0128,6.49,3.2
933290,Mookane,12.00%,BW,92.00%,-23.6847,63.1,8.68
2156643,Mount Gambier,20.00%,AU,72.00%,-37.8302,66.34,4.76
2173323,Bundaberg,80.00%,AU,99.00%,-24.8654,79.02,21.88
5916706,Carberry,64.00%,CA,79.00%,49.8693,31.17,5.44
5960603,Geraldton,92.00%,CA,69.00%,49.7189,31.98,8.12
1797543,Tianpeng,48.00%,CN,92.00%,28.8838,63.3,8.23
4013704,Laguna,92.00%,MX,31.00%,27.5185,78.71,4.09
2014369,Ulety,92.00%,RU,90.00%,51.3572,36.03,15.84
